reading_id,equipment_id,site_id,date_key,timestamp,vibration_g,temperature_c,pressure_psi,hours_operated,load_tonnes,fuel_consumption_lph
39244,TRK043,KL03,20250418,2025-04-18 06:00:00,0.99,67.9,53.8,39514.7,252.0,233.6
39245,TRK043,KL03,20250419,2025-04-19 00:00:00,0.62,88.8,42.8,39520.5,224.7,255.5
39246,TRK043,KL03,20250419,2025-04-19 06:00:00,1.48,68.8,38.6,39525.9,249.4,180.8
39247,TRK043,KL03,20250420,2025-04-20 00:00:00,2.29,93.1,37.7,39531.6,191.9,240.1
39248,TRK043,KL03,20250420,2025-04-20 06:00:00,0.87,92.1,39.6,39536.6,259.3,269.9
39249,TRK043,KL03,20250428,2025-04-28 00:00:00,2.09,67.4,45.0,39542.6,238.0,184.1
39250,TRK043,KL03,20250428,2025-04-28 06:00:00,1.55,68.0,37.6,39547.9,278.2,198.0
39251,TRK043,KL03,20250429,2025-04-29 00:00:00,0.72,72.9,48.1,39553.0,274.5,225.0
39252,TRK043,KL03,20250429,2025-04-29 06:00:00,9.99,84.2,45.0,39558.6,244.8,199.7
39253,TRK043,KL03,20250430,2025-04-30 00:00:00,0.8,77.5,42.5,39564.2,241.5,198.4
39254,TRK043,KL03,20250430,2025-04-30 06:00:00,1.89,93.8,42.9,39569.9,232.8,249.1
39255,TRK043,KL03,20250501,2025-05-01 00:00:00,1.66,70.1,49.2,39575.8,192.6,217.3
39256,TRK043,KL03,20250501,2025-05-01 06:00:00,0.7,81.0,54.6,39581.4,262.0,245.0
39257,TRK043,KL03,20250502,2025-05-02 00:00:00,0.83,94.9,49.3,39586.6,263.3,259.1
39258,TRK043,KL03,20250502,2025-05-02 06:00:00,1.7,80.3,42.4,39592.0,233.8,250.9
39259,TRK043,KL03,20250503,2025-05-03 00:00:00,0.98,65.1,48.1,39597.3,187.8,226.8
39260,TRK043,KL03,20250503,2025-05-03 06:00:00,1.03,80.3,46.5,39602.9,198.5,251.4
39261,TRK043,KL03,20250504,2025-05-04 00:00:00,1.15,73.4,40.0,39608.8,248.8,265.3
39262,TRK043,KL03,20250504,2025-05-04 06:00:00,1.86,91.4,35.3,39614.6,251.7,227.1
39263,TRK043,KL03,20250505,2025-05-05 00:00:00,2.11,75.6,39.6,39620.2,228.9,183.3
39264,TRK043,KL03,20250505,2025-05-05 06:00:00,1.37,73.3,52.6,39625.3,281.0,254.2
39265,TRK043,KL03,20250506,2025-05-06 00:00:00,2.47,72.3,50.0,39630.7,277.7,200.3
39266,TRK043,KL03,20250506,2025-05-06 06:00:00,2.42,83.9,46.5,39636.5,195.1,228.3
39267,TRK043,KL03,20250507,2025-05-07 00:00:00,1.71,92.3,47.2,39641.5,190.7,277.4
39268,TRK043,KL03,20250507,2025-05-07 06:00:00,0.86,72.2,36.3,39647.2,229.8,225.0
39269,TRK043,KL03,20250508,2025-05-08 00:00:00,0.54,78.1,50.8,39652.8,224.0,268.5
39270,TRK043,KL03,20250508,2025-05-08 06:00:00,0.97,,39.3,39658.4,206.6,224.4
39271,TRK043,KL03,20250509,2025-05-09 00:00:00,0.71,93.5,52.6,39664.0,187.1,251.4
39272,TRK043,KL03,20250509,2025-05-09 06:00:00,0.54,71.1,53.7,39669.7,205.8,188.4
39273,TRK043,KL03,20250510,2025-05-10 00:00:00,1.6,93.3,38.2,39675.2,226.9,246.9
39274,TRK043,KL03,20250510,2025-05-10 06:00:00,2.48,82.9,43.7,39681.2,183.0,183.0
39275,TRK043,KL03,20250511,2025-05-11 00:00:00,0.9,65.0,47.3,39686.3,220.9,196.6
39276,TRK043,KL03,20250511,2025-05-11 06:00:00,1.66,73.3,54.8,39691.8,206.6,225.7
39277,TRK043,KL03,20250519,2025-05-19 00:00:00,2.33,75.9,52.1,39697.6,234.7,191.5
39278,TRK043,KL03,20250519,2025-05-19 06:00:00,,69.9,52.6,39703.5,271.3,237.6
39279,TRK043,KL03,20250520,2025-05-20 00:00:00,1.61,85.2,48.3,39708.8,266.0,257.8
39280,TRK043,KL03,20250520,2025-05-20 06:00:00,1.91,83.2,46.2,39714.5,212.2,234.1
39281,TRK043,KL03,20250521,2025-05-21 00:00:00,1.61,66.2,53.8,39719.9,249.4,257.0
39282,TRK043,KL03,20250521,2025-05-21 06:00:00,1.78,82.4,51.6,39725.4,210.4,207.3
39283,TRK043,KL03,20250522,2025-05-22 00:00:00,2.17,84.9,48.7,39731.2,258.1,249.5
39284,TRK043,KL03,20250522,2025-05-22 06:00:00,1.59,88.9,36.7,39737.0,263.5,252.5
39285,TRK043,KL03,20250523,2025-05-23 00:00:00,1.75,69.4,36.4,39742.7,197.5,211.1
39286,TRK043,KL03,20250523,2025-05-23 06:00:00,2.22,69.1,35.0,39747.8,223.7,198.2
39287,TRK043,KL03,20250524,2025-05-24 00:00:00,1.15,85.0,54.0,39753.1,218.9,215.4
39288,TRK043,KL03,20250524,2025-05-24 06:00:00,1.98,83.4,35.7,39758.5,237.8,239.8
39289,TRK043,KL03,20250525,2025-05-25 00:00:00,0.69,83.6,36.0,39764.5,240.0,215.0
39290,TRK043,KL03,20250525,2025-05-25 06:00:00,1.86,81.6,47.5,39770.3,240.9,236.7
39291,TRK043,KL03,20250526,2025-05-26 00:00:00,1.87,86.7,48.9,39775.6,285.9,229.9
39292,TRK043,KL03,20250526,2025-05-26 06:00:00,0.88,77.3,47.1,39781.4,256.3,255.3
39293,TRK043,KL03,20250527,2025-05-27 00:00:00,1.15,67.5,45.3,39786.8,248.9,220.7
39294,TRK043,KL03,20250527,2025-05-27 06:00:00,0.71,73.6,49.3,39792.5,277.5,194.8
39295,TRK043,KL03,20250528,2025-05-28 00:00:00,1.7,,40.9,39798.4,212.2,210.2
39296,TRK043,KL03,20250528,2025-05-28 06:00:00,1.86,80.0,53.3,39804.1,209.2,229.2
39297,TRK043,KL03,20250529,2025-05-29 00:00:00,1.03,79.2,49.4,39809.1,203.0,186.2
39298,TRK043,KL03,20250529,2025-05-29 06:00:00,2.47,66.0,42.8,39814.8,265.4,220.1
39299,TRK043,KL03,20250530,2025-05-30 00:00:00,0.69,75.0,54.3,39820.7,189.9,228.1
39300,TRK043,KL03,20250530,2025-05-30 06:00:00,0.88,74.4,44.0,39826.2,237.9,185.8
39301,TRK043,KL03,20250531,2025-05-31 00:00:00,0.51,86.1,43.9,39831.2,228.3,224.5
39302,TRK043,KL03,20250531,2025-05-31 06:00:00,1.5,76.3,35.9,39837.1,245.4,189.6
39303,TRK043,KL03,20250601,2025-06-01 00:00:00,0.6,87.8,37.7,39842.5,264.1,204.4
39304,TRK043,KL03,20250601,2025-06-01 06:00:00,2.42,75.6,49.3,39848.2,210.1,229.2
39305,TRK043,KL03,20250609,2025-06-09 00:00:00,1.58,81.2,53.6,39853.5,243.9,217.5
39306,TRK043,KL03,20250609,2025-06-09 06:00:00,0.73,88.5,45.2,39859.0,275.1,268.2
39307,TRK043,KL03,20250610,2025-06-10 00:00:00,2.47,87.1,45.1,39865.0,242.2,249.7
39308,TRK043,KL03,20250610,2025-06-10 06:00:00,0.94,88.9,47.7,39870.4,215.3,240.0
39309,TRK043,KL03,20250611,2025-06-11 00:00:00,1.11,72.6,52.8,39875.7,277.9,260.8
39310,TRK043,KL03,20250611,2025-06-11 06:00:00,2.16,70.3,37.1,39880.9,265.5,198.1
39311,TRK043,KL03,20250612,2025-06-12 00:00:00,1.16,77.4,54.9,39886.5,203.0,213.6
39312,TRK043,KL03,20250612,2025-06-12 06:00:00,1.58,94.4,49.9,39892.1,190.4,232.5
39313,TRK043,KL03,20250613,2025-06-13 00:00:00,0.62,79.5,42.0,39897.7,285.2,223.2
39314,TRK043,KL03,20250613,2025-06-13 06:00:00,0.94,82.2,45.4,39902.7,270.8,215.1
39315,TRK043,KL03,20250614,2025-06-14 00:00:00,0.56,77.4,48.3,39908.0,209.6,221.1
39316,TRK043,KL03,20250614,2025-06-14 06:00:00,1.25,71.4,43.9,39913.4,243.0,236.1
39317,TRK043,KL03,20250615,2025-06-15 00:00:00,2.14,76.0,52.7,39918.8,261.7,259.3
39318,TRK043,KL03,20250615,2025-06-15 06:00:00,0.72,89.5,52.8,39924.0,206.8,225.4
39319,TRK043,KL03,20250616,2025-06-16 00:00:00,2.16,76.4,53.6,39929.5,274.7,269.9
39320,TRK043,KL03,20250616,2025-06-16 06:00:00,1.02,73.1,47.5,39935.2,287.6,182.2
39321,TRK043,KL03,20250617,2025-06-17 00:00:00,2.27,71.9,39.4,39941.1,217.4,186.9
39322,TRK043,KL03,20250617,2025-06-17 06:00:00,8.42,92.8,38.2,39947.1,255.8,199.9
39323,TRK043,KL03,20250618,2025-06-18 00:00:00,1.71,73.5,44.7,39952.2,229.4,219.9
39324,TRK043,KL03,20250618,2025-06-18 06:00:00,0.94,73.6,40.0,39957.5,274.1,224.5
39325,TRK043,KL03,20250619,2025-06-19 00:00:00,2.25,92.8,41.2,39962.6,244.2,257.0
39326,TRK043,KL03,20250619,2025-06-19 06:00:00,1.01,82.7,51.7,39968.0,226.4,262.8
39327,TRK043,KL03,20250620,2025-06-20 00:00:00,2.22,78.5,37.8,39973.9,250.6,251.4
39328,TRK043,KL03,20250620,2025-06-20 06:00:00,1.33,68.7,37.4,39978.9,235.7,266.0
39329,TRK043,KL03,20250621,2025-06-21 00:00:00,1.78,76.4,46.9,39984.3,243.4,273.9
39330,TRK043,KL03,20250621,2025-06-21 06:00:00,2.3,92.0,50.7,39989.6,205.5,217.6
39331,TRK043,KL03,20250622,2025-06-22 00:00:00,1.05,91.2,51.7,39995.2,217.4,263.4
39332,TRK043,KL03,20250622,2025-06-22 06:00:00,1.69,94.6,48.8,40000.2,248.7,248.5
39333,TRK043,KL03,20250630,2025-06-30 00:00:00,,65.2,52.7,40005.4,182.4,254.2
39334,TRK043,KL03,20250630,2025-06-30 06:00:00,1.4,82.9,49.8,40011.3,271.2,272.3
39335,TRK043,KL03,20250701,2025-07-01 00:00:00,0.84,91.1,49.0,40016.5,249.2,234.1
39336,TRK043,KL03,20250701,2025-07-01 06:00:00,1.59,93.0,54.3,40021.9,274.4,207.1
39337,TRK043,KL03,20250702,2025-07-02 00:00:00,0.66,94.3,49.7,40027.5,189.5,243.1
39338,TRK043,KL03,20250702,2025-07-02 06:00:00,1.22,88.6,46.5,40032.9,182.1,222.5
39339,TRK043,KL03,20250703,2025-07-03 00:00:00,0.95,68.6,45.1,40038.6,182.4,201.8
39340,TRK043,KL03,20250703,2025-07-03 06:00:00,2.09,,39.5,40044.2,221.8,239.5
39341,TRK043,KL03,20250704,2025-07-04 00:00:00,1.12,86.2,45.5,40050.1,239.2,218.6
39342,TRK043,KL03,20250704,2025-07-04 06:00:00,0.62,67.9,35.0,40055.5,257.5,225.3
39343,TRK043,KL03,20250705,2025-07-05 00:00:00,1.53,76.7,40.8,40060.8,214.2,265.0
39344,TRK043,KL03,20250705,2025-07-05 06:00:00,1.26,71.6,38.3,40066.6,234.8,273.3
39345,TRK043,KL03,20250706,2025-07-06 00:00:00,0.96,89.6,52.3,40072.5,229.7,185.7
39346,TRK043,KL03,20250706,2025-07-06 06:00:00,1.61,83.7,54.1,40078.4,267.9,192.0
39347,TRK043,KL03,20250707,2025-07-07 00:00:00,0.51,66.1,51.8,40083.9,232.3,253.8
39348,TRK043,KL03,20250707,2025-07-07 06:00:00,1.04,65.0,39.3,40089.5,190.4,187.1
39349,TRK043,KL03,20250708,2025-07-08 00:00:00,1.88,68.6,35.8,40094.7,264.9,263.2
39350,TRK043,KL03,20250708,2025-07-08 06:00:00,0.96,83.4,41.2,40100.2,284.6,277.1
39351,TRK043,KL03,20250709,2025-07-09 00:00:00,1.94,80.6,41.0,40105.6,232.2,213.7
39352,TRK043,KL03,20250709,2025-07-09 06:00:00,0.54,,40.7,40111.3,215.2,276.6
39353,TRK043,KL03,20250710,2025-07-10 00:00:00,2.25,79.1,41.9,40116.9,258.3,265.6
39354,TRK043,KL03,20250710,2025-07-10 06:00:00,2.36,73.2,44.2,40122.4,226.8,268.5
39355,TRK043,KL03,20250711,2025-07-11 00:00:00,0.68,82.2,49.1,40127.5,279.4,182.7
39356,TRK043,KL03,20250711,2025-07-11 06:00:00,1.53,65.6,48.3,40132.6,242.5,227.7
39357,TRK043,KL03,20250712,2025-07-12 00:00:00,1.28,76.2,47.9,40138.4,201.9,262.8
39358,TRK043,KL03,20250712,2025-07-12 06:00:00,2.1,94.0,54.0,40143.5,183.1,248.9
39359,TRK043,KL03,20250713,2025-07-13 00:00:00,1.19,72.7,,40149.3,187.1,272.2
39360,TRK043,KL03,20250713,2025-07-13 06:00:00,2.29,88.0,47.2,40154.3,254.3,248.6
39361,TRK043,KL03,20250721,2025-07-21 00:00:00,2.11,68.9,41.6,40159.5,224.4,255.0
39362,TRK043,KL03,20250721,2025-07-21 06:00:00,,65.9,53.8,40164.9,241.3,194.5
39363,TRK043,KL03,20250722,2025-07-22 00:00:00,2.0,67.7,45.5,40170.2,279.5,224.0
39364,TRK043,KL03,20250722,2025-07-22 06:00:00,2.16,94.7,48.0,40175.3,254.2,200.8
39365,TRK043,KL03,20250723,2025-07-23 00:00:00,1.79,67.2,44.1,40180.4,207.1,197.3
39366,TRK043,KL03,20250723,2025-07-23 06:00:00,0.76,74.8,43.6,40186.2,252.6,189.8
39367,TRK043,KL03,20250724,2025-07-24 00:00:00,1.44,66.4,44.8,40191.6,273.1,206.8
39368,TRK043,KL03,20250724,2025-07-24 06:00:00,0.56,67.0,46.2,40196.7,239.0,198.9
39369,TRK043,KL03,20250725,2025-07-25 00:00:00,0.76,90.7,42.8,40202.5,250.5,209.3
39370,TRK043,KL03,20250725,2025-07-25 06:00:00,8.61,79.0,53.4,40207.7,215.6,260.3
39371,TRK043,KL03,20250726,2025-07-26 00:00:00,0.98,82.9,35.6,40213.4,284.9,204.6
39372,TRK043,KL03,20250726,2025-07-26 06:00:00,2.22,75.4,49.6,40218.6,229.3,245.6
39373,TRK043,KL03,20250727,2025-07-27 00:00:00,0.8,81.8,36.5,40223.7,186.0,203.7
39374,TRK043,KL03,20250727,2025-07-27 06:00:00,1.06,69.1,53.0,40228.7,185.5,253.9
39375,TRK043,KL03,20250728,2025-07-28 00:00:00,1.13,88.2,43.2,40233.9,265.0,215.4
39376,TRK043,KL03,20250728,2025-07-28 06:00:00,2.25,92.8,39.3,40239.8,212.2,201.7
39377,TRK043,KL03,20250729,2025-07-29 00:00:00,1.22,81.1,41.1,40245.6,187.3,184.5
39378,TRK043,KL03,20250729,2025-07-29 06:00:00,2.25,71.0,42.5,40250.8,248.8,225.9
39379,TRK043,KL03,20250730,2025-07-30 00:00:00,0.78,68.8,47.2,40256.6,205.3,209.2
39380,TRK043,KL03,20250730,2025-07-30 06:00:00,1.76,88.8,42.7,40262.1,223.5,249.5
39381,TRK043,KL03,20250731,2025-07-31 00:00:00,1.92,80.6,41.8,40267.6,184.6,249.9
39382,TRK043,KL03,20250731,2025-07-31 06:00:00,1.42,,43.4,40273.6,216.8,248.0
39383,TRK043,KL03,20250801,2025-08-01 00:00:00,1.47,72.5,39.0,40279.5,261.2,210.2
39384,TRK043,KL03,20250801,2025-08-01 06:00:00,1.46,82.2,38.5,40284.9,189.0,203.2
39385,TRK043,KL03,20250802,2025-08-02 00:00:00,1.71,65.6,37.1,40290.0,287.3,192.9
39386,TRK043,KL03,20250802,2025-08-02 06:00:00,2.27,66.4,36.1,40295.0,182.3,270.1
39387,TRK043,KL03,20250803,2025-08-03 00:00:00,1.82,76.2,40.7,40300.0,232.1,189.4
39388,TRK043,KL03,20250803,2025-08-03 06:00:00,1.02,83.2,39.6,40305.4,242.1,218.3
39389,TRK043,KL03,20250811,2025-08-11 00:00:00,2.13,67.6,43.5,40311.3,271.2,201.5
39390,TRK043,KL03,20250811,2025-08-11 06:00:00,2.24,70.4,52.4,40316.9,234.8,184.9
39391,TRK043,KL03,20250812,2025-08-12 00:00:00,0.6,71.4,42.0,40322.7,209.4,249.0
39392,TRK043,KL03,20250812,2025-08-12 06:00:00,2.47,71.1,47.1,40328.5,197.8,274.9
39393,TRK043,KL03,20250813,2025-08-13 00:00:00,2.27,71.3,42.5,40333.7,280.9,222.3
39394,TRK043,KL03,20250813,2025-08-13 06:00:00,0.62,82.2,53.7,40339.0,193.0,208.1
39395,TRK043,KL03,20250814,2025-08-14 00:00:00,1.58,69.6,37.0,40344.4,281.7,238.1
39396,TRK043,KL03,20250814,2025-08-14 06:00:00,1.26,86.1,43.8,40350.0,212.1,192.7
39397,TRK043,KL03,20250815,2025-08-15 00:00:00,0.77,66.3,48.5,40355.9,216.3,266.1
39398,TRK043,KL03,20250815,2025-08-15 06:00:00,1.77,94.3,39.4,40361.9,283.8,186.1
39399,TRK043,KL03,20250816,2025-08-16 00:00:00,0.69,87.8,45.8,40367.2,287.3,184.3
39400,TRK043,KL03,20250816,2025-08-16 06:00:00,0.55,77.8,37.8,40372.2,257.3,184.3
39401,TRK043,KL03,20250817,2025-08-17 00:00:00,0.93,92.1,43.9,40377.6,209.9,225.8
39402,TRK043,KL03,20250817,2025-08-17 06:00:00,1.56,78.9,49.0,40383.3,257.6,262.9
39403,TRK043,KL03,20250818,2025-08-18 00:00:00,1.72,91.0,42.0,40388.9,286.1,243.6
39404,TRK043,KL03,20250818,2025-08-18 06:00:00,2.4,65.7,51.3,40394.7,289.4,258.8
39405,TRK043,KL03,20250819,2025-08-19 00:00:00,1.54,78.3,50.4,40399.8,286.0,206.5
39406,TRK043,KL03,20250819,2025-08-19 06:00:00,1.64,74.5,54.3,40405.3,198.4,196.7
39407,TRK043,KL03,20250820,2025-08-20 00:00:00,1.14,67.4,48.2,40411.3,220.8,182.9
39408,TRK043,KL03,20250820,2025-08-20 06:00:00,0.69,65.7,47.8,40417.2,195.9,193.8
39409,TRK043,KL03,20250821,2025-08-21 00:00:00,2.02,80.4,52.8,40422.5,265.3,193.9
39410,TRK043,KL03,20250821,2025-08-21 06:00:00,1.7,71.2,46.7,40428.0,223.9,205.0
39411,TRK043,KL03,20250822,2025-08-22 00:00:00,2.27,66.0,35.3,40433.7,229.1,240.3
39412,TRK043,KL03,20250822,2025-08-22 06:00:00,1.61,66.2,50.4,40439.4,214.5,185.6
39413,TRK043,KL03,20250823,2025-08-23 00:00:00,2.46,68.0,47.6,40444.8,209.6,224.6
39414,TRK043,KL03,20250823,2025-08-23 06:00:00,1.68,92.1,47.3,40450.4,256.7,209.6
39415,TRK043,KL03,20250824,2025-08-24 00:00:00,1.7,92.8,48.9,40455.9,259.1,239.6
39416,TRK043,KL03,20250824,2025-08-24 06:00:00,1.24,74.4,43.7,40461.4,220.6,259.9
39417,TRK043,KL03,20250901,2025-09-01 00:00:00,1.84,77.2,38.7,40467.2,222.8,275.0
39418,TRK043,KL03,20250901,2025-09-01 06:00:00,0.65,86.7,54.6,40472.8,279.0,205.8
39419,TRK043,KL03,20250902,2025-09-02 00:00:00,1.21,81.6,51.4,40478.7,205.4,238.1
39420,TRK043,KL03,20250902,2025-09-02 06:00:00,2.34,66.9,41.0,40484.7,190.7,259.4
39421,TRK043,KL03,20250903,2025-09-03 00:00:00,2.16,74.3,40.3,40489.9,239.5,257.0
39422,TRK043,KL03,20250903,2025-09-03 06:00:00,1.0,71.1,43.0,40495.6,255.0,206.8
39423,TRK043,KL03,20250904,2025-09-04 00:00:00,0.58,79.2,51.2,40500.9,269.1,225.8
39424,TRK043,KL03,20250904,2025-09-04 06:00:00,2.47,78.0,,40506.3,199.0,218.6
39425,TRK043,KL03,20250905,2025-09-05 00:00:00,1.27,91.0,50.2,40511.9,256.8,271.4
39426,TRK043,KL03,20250905,2025-09-05 06:00:00,1.09,82.3,36.1,40517.3,273.2,189.8
39427,TRK043,KL03,20250906,2025-09-06 00:00:00,0.54,93.1,43.4,40523.2,231.1,211.3
39428,TRK043,KL03,20250906,2025-09-06 06:00:00,0.54,,54.2,40528.3,180.1,192.1
39429,TRK043,KL03,20250907,2025-09-07 00:00:00,1.24,,36.2,40533.7,207.2,234.0
39430,TRK043,KL03,20250907,2025-09-07 06:00:00,1.37,69.9,39.2,40538.8,199.5,213.8
39431,TRK043,KL03,20250908,2025-09-08 00:00:00,1.11,84.7,47.5,40543.9,225.5,222.1
39432,TRK043,KL03,20250908,2025-09-08 06:00:00,2.19,72.8,45.2,40549.6,281.9,236.3
39433,TRK043,KL03,20250909,2025-09-09 00:00:00,1.62,76.4,52.8,40555.3,286.1,253.7
39434,TRK043,KL03,20250909,2025-09-09 06:00:00,0.95,66.6,35.1,40561.0,222.8,239.9
39435,TRK043,KL03,20250910,2025-09-10 00:00:00,0.85,76.9,37.6,40566.9,232.6,244.3
39436,TRK043,KL03,20250910,2025-09-10 06:00:00,0.54,81.1,44.0,40571.9,221.1,188.5
39437,TRK043,KL03,20250911,2025-09-11 00:00:00,2.26,78.8,37.4,40577.5,186.5,244.3
39438,TRK043,KL03,20250911,2025-09-11 06:00:00,0.94,66.0,39.3,40582.8,266.6,204.5
39439,TRK043,KL03,20250912,2025-09-12 00:00:00,1.27,74.6,40.2,40588.6,188.1,188.2
39440,TRK043,KL03,20250912,2025-09-12 06:00:00,2.17,72.5,37.0,40593.8,217.7,235.9
39441,TRK043,KL03,20250913,2025-09-13 00:00:00,0.57,92.9,53.1,40599.8,226.0,185.2
39442,TRK043,KL03,20250913,2025-09-13 06:00:00,0.67,70.6,37.7,40604.8,285.0,222.3
39443,TRK043,KL03,20250914,2025-09-14 00:00:00,0.67,88.1,52.2,40610.1,212.7,271.9
39444,TRK043,KL03,20250914,2025-09-14 06:00:00,1.76,85.5,38.3,40616.1,244.0,190.9
39445,TRK043,KL03,20250922,2025-09-22 00:00:00,2.03,86.6,35.1,40621.8,268.8,197.0
39446,TRK043,KL03,20250922,2025-09-22 06:00:00,2.24,68.6,52.9,40627.3,268.0,239.7
39447,TRK043,KL03,20250923,2025-09-23 00:00:00,1.88,65.2,53.1,40632.4,266.0,263.7
39448,TRK043,KL03,20250923,2025-09-23 06:00:00,0.5,90.1,51.1,40637.5,287.2,234.7
39449,TRK043,KL03,20250924,2025-09-24 00:00:00,1.06,69.1,47.3,40642.8,237.5,180.9
39450,TRK043,KL03,20250924,2025-09-24 06:00:00,1.39,85.3,51.8,40648.0,187.6,240.2
39451,TRK043,KL03,20250925,2025-09-25 00:00:00,1.61,74.9,36.7,40653.4,233.3,224.4
39452,TRK043,KL03,20250925,2025-09-25 06:00:00,0.57,73.0,37.2,40658.9,236.0,180.8
39453,TRK043,KL03,20250926,2025-09-26 00:00:00,2.44,90.0,49.4,40664.5,283.2,216.0
39454,TRK043,KL03,20250926,2025-09-26 06:00:00,1.03,90.8,44.1,40669.9,240.4,200.6
39455,TRK043,KL03,20250927,2025-09-27 00:00:00,0.9,79.4,46.8,40675.7,235.3,247.0
39456,TRK043,KL03,20250927,2025-09-27 06:00:00,1.99,70.2,41.8,40681.6,260.6,277.9
39457,TRK043,KL03,20250928,2025-09-28 00:00:00,2.23,71.3,46.7,40687.3,248.4,276.2
39458,TRK043,KL03,20250928,2025-09-28 06:00:00,1.65,86.8,,40692.3,271.5,203.5
39459,TRK043,KL03,20250929,2025-09-29 00:00:00,2.34,68.7,44.3,40697.7,214.0,259.7
39460,TRK043,KL03,20250929,2025-09-29 06:00:00,1.93,74.4,50.3,40703.0,254.1,217.8
39461,TRK043,KL03,20250930,2025-09-30 00:00:00,1.17,85.1,38.9,40708.0,264.4,233.0
39462,TRK043,KL03,20250930,2025-09-30 06:00:00,1.03,72.7,43.4,40713.6,286.6,181.7
39463,TRK043,KL03,20251001,2025-10-01 00:00:00,1.66,,51.8,40719.2,189.1,270.4
39464,TRK043,KL03,20251001,2025-10-01 06:00:00,0.85,89.4,47.2,40725.0,274.0,193.6
39465,TRK043,KL03,20251002,2025-10-02 00:00:00,2.05,66.5,36.1,40730.8,206.8,203.2
39466,TRK043,KL03,20251002,2025-10-02 06:00:00,0.65,85.0,54.6,40736.6,244.1,271.0
39467,TRK043,KL03,20251003,2025-10-03 00:00:00,2.46,81.7,40.6,40742.0,280.4,184.9
39468,TRK043,KL03,20251003,2025-10-03 06:00:00,0.53,138.3,41.9,40747.4,284.6,202.1
39469,TRK043,KL03,20251004,2025-10-04 00:00:00,2.24,73.9,40.1,40752.6,258.9,189.8
39470,TRK043,KL03,20251004,2025-10-04 06:00:00,1.95,77.7,47.8,40758.3,254.6,186.1
39471,TRK043,KL03,20251005,2025-10-05 00:00:00,0.93,68.2,39.1,40763.8,264.2,219.6
39472,TRK043,KL03,20251005,2025-10-05 06:00:00,1.08,66.6,36.6,40769.4,198.8,218.8
39473,TRK043,KL03,20251013,2025-10-13 00:00:00,1.53,78.9,53.4,40774.4,218.3,212.6
39474,TRK043,KL03,20251013,2025-10-13 06:00:00,1.2,80.7,42.4,40779.9,191.2,231.6
39475,TRK043,KL03,20251014,2025-10-14 00:00:00,2.38,65.6,46.8,40785.8,226.2,231.5
39476,TRK043,KL03,20251014,2025-10-14 06:00:00,1.75,90.0,40.0,40791.2,247.0,207.6
39477,TRK043,KL03,20251015,2025-10-15 00:00:00,1.43,74.9,41.1,40797.0,202.7,205.2
39478,TRK043,KL03,20251015,2025-10-15 06:00:00,1.66,72.2,38.9,40802.8,208.6,215.9
39479,TRK043,KL03,20251016,2025-10-16 00:00:00,2.13,75.6,40.3,40808.1,200.3,233.0
39480,TRK043,KL03,20251016,2025-10-16 06:00:00,0.69,94.0,35.6,40813.8,279.7,245.5
39481,TRK043,KL03,20251017,2025-10-17 00:00:00,1.9,74.4,,40819.6,273.6,210.1
39482,TRK043,KL03,20251017,2025-10-17 06:00:00,9.84,67.3,36.7,40824.9,265.2,194.2
39483,TRK043,KL03,20251018,2025-10-18 00:00:00,0.53,76.8,49.6,40830.4,235.0,226.0
39484,TRK043,KL03,20251018,2025-10-18 06:00:00,0.89,92.9,36.6,40836.3,220.3,221.8
39485,TRK043,KL03,20251019,2025-10-19 00:00:00,2.43,79.4,40.4,40841.9,215.4,234.7
39486,TRK043,KL03,20251019,2025-10-19 06:00:00,1.01,74.2,36.8,40847.6,199.7,182.1
39487,TRK043,KL03,20251020,2025-10-20 00:00:00,2.09,67.1,36.6,40853.2,230.3,205.6
39488,TRK043,KL03,20251020,2025-10-20 06:00:00,0.63,83.1,39.1,40858.9,185.8,224.2
39489,TRK043,KL03,20251021,2025-10-21 00:00:00,0.54,79.6,38.4,40864.0,272.4,188.2
39490,TRK043,KL03,20251021,2025-10-21 06:00:00,2.05,74.3,53.0,40869.2,259.1,222.5
39491,TRK043,KL03,20251022,2025-10-22 00:00:00,1.6,93.7,38.4,40874.6,214.0,230.8
39492,TRK043,KL03,20251022,2025-10-22 06:00:00,1.98,79.1,38.4,40880.4,221.9,180.9
39493,TRK043,KL03,20251023,2025-10-23 00:00:00,0.98,71.6,36.2,40886.2,181.6,210.0
39494,TRK043,KL03,20251023,2025-10-23 06:00:00,1.0,84.1,51.0,40892.1,181.0,222.2
39495,TRK043,KL03,20251024,2025-10-24 00:00:00,2.45,75.3,54.5,40897.7,282.4,197.9
39496,TRK043,KL03,20251024,2025-10-24 06:00:00,1.32,80.2,53.9,40903.3,200.3,212.5
39497,TRK043,KL03,20251025,2025-10-25 00:00:00,2.34,79.3,,40909.3,212.1,232.4
39498,TRK043,KL03,20251025,2025-10-25 06:00:00,6.78,75.2,41.2,40914.6,233.1,206.8
39499,TRK043,KL03,20251026,2025-10-26 00:00:00,1.31,76.2,39.6,40920.2,210.6,279.1
39500,TRK043,KL03,20251026,2025-10-26 06:00:00,1.52,,39.0,40925.7,200.4,257.0
39501,TRK043,KL03,20251103,2025-11-03 00:00:00,0.72,135.3,52.6,40931.2,194.7,201.8
